1	-1
0.807019	-0.979798
0.631548	-0.959596
0.472747	-0.939394
0.329795	-0.919192
0.201887	-0.89899
0.0882361	-0.878788
-0.0119276	-0.858586
-0.0993558	-0.838384
-0.174783	-0.818182
-0.238927	-0.79798
-0.292486	-0.777778
-0.336143	-0.757576
-0.370562	-0.737374
-0.396391	-0.717172
-0.414259	-0.69697
-0.424779	-0.676768
-0.428544	-0.656566
-0.426132	-0.636364
-0.418103	-0.616162
-0.404999	-0.59596
-0.387344	-0.575758
-0.365645	-0.555556
-0.340394	-0.535354
-0.31206	-0.515152
-0.2811	-0.494949
-0.247951	-0.474747
-0.213032	-0.454545
-0.176745	-0.434343
-0.139476	-0.414141
-0.101591	-0.393939
-0.0634406	-0.373737
-0.0253567	-0.353535
0.0123457	-0.333333
0.0493694	-0.313131
0.0854345	-0.292929
0.120279	-0.272727
0.153657	-0.252525
0.185342	-0.232323
0.215125	-0.212121
0.242812	-0.191919
0.268228	-0.171717
0.291218	-0.151515
0.311639	-0.131313
0.329371	-0.111111
0.344307	-0.0909091
0.356361	-0.0707071
0.365463	-0.0505051
0.37156	-0.030303
0.374617	-0.010101
0.374617	0.010101
0.37156	0.030303
0.365463	0.0505051
0.356361	0.0707071
0.344307	0.0909091
0.329371	0.111111
0.311639	0.131313
0.291218	0.151515
0.268228	0.171717
0.242812	0.191919
0.215125	0.212121
0.185342	0.232323
0.153657	0.252525
0.120279	0.272727
0.0854345	0.292929
0.0493694	0.313131
0.0123457	0.333333
-0.0253567	0.353535
-0.0634406	0.373737
-0.101591	0.393939
-0.139476	0.414141
-0.176745	0.434343
-0.213032	0.454545
-0.247951	0.474747
-0.2811	0.494949
-0.31206	0.515152
-0.340394	0.535354
-0.365645	0.555556
-0.387344	0.575758
-0.404999	0.59596
-0.418103	0.616162
-0.426132	0.636364
-0.428544	0.656566
-0.424779	0.676768
-0.414259	0.69697
-0.396391	0.717172
-0.370562	0.737374
-0.336143	0.757576
-0.292486	0.777778
-0.238927	0.79798
-0.174783	0.818182
-0.0993558	0.838384
-0.0119276	0.858586
0.0882361	0.878788
0.201887	0.89899
0.329795	0.919192
0.472747	0.939394
0.631548	0.959596
0.807019	0.979798
1	1
