-1	1
-0.995992	0.96028
-0.991984	0.921276
-0.987976	0.882982
-0.983968	0.845391
-0.97996	0.808495
-0.975952	0.772289
-0.971944	0.736766
-0.967936	0.701919
-0.963928	0.667742
-0.95992	0.634227
-0.955912	0.60137
-0.951904	0.569162
-0.947896	0.537599
-0.943888	0.506672
-0.93988	0.476377
-0.935872	0.446706
-0.931864	0.417653
-0.927856	0.389212
-0.923848	0.361377
-0.91984	0.334141
-0.915832	0.307498
-0.911824	0.281442
-0.907816	0.255967
-0.903808	0.231067
-0.8998	0.206734
-0.895792	0.182964
-0.891784	0.159751
-0.887776	0.137087
-0.883768	0.114968
-0.87976	0.0933874
-0.875752	0.0723388
-0.871743	0.0518165
-0.867735	0.0318146
-0.863727	0.0123273
-0.859719	-0.00665137
-0.855711	-0.0251271
-0.851703	-0.0431058
-0.847695	-0.0605932
-0.843687	-0.077595
-0.839679	-0.094117
-0.835671	-0.110165
-0.831663	-0.125744
-0.827655	-0.140861
-0.823647	-0.15552
-0.819639	-0.169728
-0.815631	-0.183489
-0.811623	-0.19681
-0.807615	-0.209696
-0.803607	-0.222152
-0.799599	-0.234184
-0.795591	-0.245798
-0.791583	-0.256998
-0.787575	-0.26779
-0.783567	-0.278179
-0.779559	-0.288171
-0.775551	-0.297771
-0.771543	-0.306984
-0.767535	-0.315816
-0.763527	-0.324271
-0.759519	-0.332355
-0.755511	-0.340074
-0.751503	-0.347431
-0.747495	-0.354432
-0.743487	-0.361083
-0.739479	-0.367388
-0.735471	-0.373352
-0.731463	-0.37898
-0.727455	-0.384278
-0.723447	-0.38925
-0.719439	-0.393901
-0.715431	-0.398236
-0.711423	-0.402259
-0.707415	-0.405977
-0.703407	-0.409393
-0.699399	-0.412512
-0.695391	-0.415339
-0.691383	-0.417878
-0.687375	-0.420135
-0.683367	-0.422114
-0.679359	-0.42382
-0.675351	-0.425256
-0.671343	-0.426429
-0.667335	-0.427342
-0.663327	-0.428
-0.659319	-0.428407
-0.655311	-0.428568
-0.651303	-0.428488
-0.647295	-0.42817
-0.643287	-0.427619
-0.639279	-0.42684
-0.635271	-0.425836
-0.631263	-0.424613
-0.627255	-0.423174
-0.623246	-0.421524
-0.619238	-0.419667
-0.61523	-0.417606
-0.611222	-0.415347
-0.607214	-0.412894
-0.603206	-0.41025
-0.599198	-0.407419
-0.59519	-0.404406
-0.591182	-0.401215
-0.587174	-0.39785
-0.583166	-0.394314
-0.579158	-0.390612
-0.57515	-0.386748
-0.571142	-0.382725
-0.567134	-0.378547
-0.563126	-0.374219
-0.559118	-0.369744
-0.55511	-0.365125
-0.551102	-0.360368
-0.547094	-0.355474
-0.543086	-0.350449
-0.539078	-0.345295
-0.53507	-0.340016
-0.531062	-0.334617
-0.527054	-0.3291
-0.523046	-0.32347
-0.519038	-0.317729
-0.51503	-0.311882
-0.511022	-0.305931
-0.507014	-0.299881
-0.503006	-0.293734
-0.498998	-0.287494
-0.49499	-0.281165
-0.490982	-0.274749
-0.486974	-0.268251
-0.482966	-0.261674
-0.478958	-0.25502
-0.47495	-0.248293
-0.470942	-0.241496
-0.466934	-0.234633
-0.462926	-0.227706
-0.458918	-0.220719
-0.45491	-0.213675
-0.450902	-0.206577
-0.446894	-0.199428
-0.442886	-0.192231
-0.438878	-0.184989
-0.43487	-0.177705
-0.430862	-0.170382
-0.426854	-0.163023
-0.422846	-0.15563
-0.418838	-0.148208
-0.41483	-0.140758
-0.410822	-0.133283
-0.406814	-0.125787
-0.402806	-0.118271
-0.398798	-0.110739
-0.39479	-0.103193
-0.390782	-0.0956365
-0.386774	-0.0880716
-0.382766	-0.080501
-0.378758	-0.0729273
-0.374749	-0.0653531
-0.370741	-0.0577809
-0.366733	-0.0502133
-0.362725	-0.0426527
-0.358717	-0.0351016
-0.354709	-0.0275626
-0.350701	-0.0200378
-0.346693	-0.0125299
-0.342685	-0.00504099
-0.338677	0.00242644
-0.334669	0.00987012
-0.330661	0.0172878
-0.326653	0.0246772
-0.322645	0.0320361
-0.318637	0.0393623
-0.314629	0.0466537
-0.310621	0.0539081
-0.306613	0.0611233
-0.302605	0.0682974
-0.298597	0.0754282
-0.294589	0.0825138
-0.290581	0.089552
-0.286573	0.096541
-0.282565	0.103479
-0.278557	0.110363
-0.274549	0.117193
-0.270541	0.123966
-0.266533	0.13068
-0.262525	0.137333
-0.258517	0.143924
-0.254509	0.150451
-0.250501	0.156912
-0.246493	0.163305
-0.242485	0.16963
-0.238477	0.175883
-0.234469	0.182064
-0.230461	0.188171
-0.226453	0.194202
-0.222445	0.200155
-0.218437	0.206031
-0.214429	0.211825
-0.210421	0.217538
-0.206413	0.223168
-0.202405	0.228714
-0.198397	0.234173
-0.194389	0.239546
-0.190381	0.244829
-0.186373	0.250023
-0.182365	0.255125
-0.178357	0.260136
